id,name,now_cost,position,team,ep_this,influence_rank,news,bonus,expected_goal_involvements_per_90,web_name,points_per_game_rank_type,creativity_rank_type,form_rank,event_points,total_points,goals_conceded,value_season,cost_change_start,goals_scored,corners_and_indirect_freekicks_order,form_rank_type,in_dreamteam,ict_index_rank,transfers_in_event,saves,expected_assists,now_cost_rank,selected_rank,transfers_in,expected_goal_involvements,news_added,penalties_order,form,minutes,threat,now_cost_rank_type,ict_index,expected_assists_per_90,yellow_cards,starts_per_90,cost_change_event_fall,chance_of_playing_this_round,assists,threat_rank,transfers_out_event,penalties_missed,threat_rank_type,expected_goals_conceded,chance_of_playing_next_round,expected_goals_per_90,own_goals,transfers_out,goals_conceded_per_90,ict_index_rank_type,expected_goals,dreamteam_count,points_per_game,cost_change_start_fall,penalties_saved,value_form,bps,creativity_rank,influence_rank_type,red_cards,selected_by_percent,selected_rank_type,clean_sheets_per_90,starts,influence,ep_next,cost_change_event,creativity,saves_per_90,clean_sheets,direct_freekicks_order,status,points_per_game_rank,expected_goals_conceded_per_90
621,Jack Hinshelwood,45,MID,Brighton,0.5,421,,0,0.02,Hinshelwood,103,164,627,0,2,5,0.4,0,0,,247,False,404,51,0,0.02,452,603,1901,0.02,,,0.0,85,2.0,263,3.1,0.02,0,1.06,0,,0,399,60,0,200,1.28,,0.0,0,1829,5.29,187,0.00,0,2.0,0,0,0.0,12,317,192,0,0.0,231,0.0,1,6.2,0.0,0,22.8,0.0,0,,a,240,1.36
690,Carlos Baleba,45,MID,Brighton,1.2,330,,0,0.1,Baleba,163,175,285,0,7,7,1.6,0,0,,133,False,362,509,0,0.02,455,417,13659,0.29,,,0.7,264,14.0,265,6.9,0.01,2,1.02,0,,0,328,709,0,165,4.78,,0.09,0,5712,2.39,166,0.27,0,1.2,0,0,0.2,25,338,145,0,0.1,133,0.0,3,38.6,0.7,0,16.2,0.0,0,,a,347,1.63
700,Anssumane Fati Vieira,65,MID,Brighton,2.2,237,,1,1.0,Ansu Fati,84,136,202,3,20,5,3.1,0,2,,95,False,161,10630,0,0.28,48,181,154406,2.97,,,1.7,266,172.0,30,31.0,0.09,1,0.34,0,,0,57,5297,0,36,3.75,,0.91,0,74920,1.69,80,2.69,0,2.5,0,0,0.3,51,246,94,0,1.0,60,0.34,1,95.0,1.7,0,43.6,0.0,1,,a,191,1.27
741,Mark O’Mahony,45,FWD,Brighton,1.7,677,,0,0.0,O’Mahony,82,81,633,0,0,0,0.0,0,0,,72,False,683,350,0,0.00,461,711,350,0.00,,,0.0,0,0.0,87,0.0,0.0,0,0.0,0,,0,666,50,0,81,0.00,,0.0,0,50,0.0,80,0.00,0,0.0,0,0,0.0,0,674,78,0,0.0,95,0.0,0,0.0,1.2,0,0.0,0.0,0,,a,685,0.0
742,Benicio Baker-Boaitey,45,MID,Brighton,1.7,651,,0,0.0,Baker-Boaitey,268,262,600,0,0,0,0.0,0,0,,229,False,657,54,0,0.00,425,739,54,0.00,,,0.0,0,0.0,245,0.0,0.0,0,0.0,0,,0,637,5,0,257,0.00,,0.0,0,5,0.0,265,0.00,0,0.0,0,0,0.0,0,647,261,0,0.0,318,0.0,0,0.0,1.2,0,0.0,0.0,0,,a,661,0.0
156,Enock Agyei,43,MID,Burnley,-1.0,570,,0,0.0,Agyei,224,216,506,0,0,0,0.0,-2,0,,180,False,576,3685,0,0.00,605,287,26291,0.00,,,0.0,0,0.0,321,0.0,0.0,0,0.0,0,,0,543,1683,0,210,0.00,,0.0,0,19781,0.0,220,0.00,0,0.0,2,0,0.0,0,559,215,0,0.3,91,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,582,0.0
157,Ameen Al-Dakhil,40,DEF,Burnley,-1.0,191,,0,0.07,Al-Dakhil,139,94,460,0,9,22,2.2,0,0,,168,False,262,444,0,0.48,692,200,85042,0.67,2023-10-18T22:00:08.810786Z,,0.0,855,34.0,211,18.2,0.05,1,1.05,0,100.0,0,244,1864,0,71,17.76,100.0,0.02,1,69710,2.32,89,0.19,0,0.9,0,0,0.0,96,288,77,0,0.7,77,0.0,10,119.0,-0.5,0,29.6,0.0,0,,a,437,1.87
158,Samuel Bastien,49,MID,Burnley,0.0,699,Has joined Kasimpasa S.K. on loan,0,0.0,Bastien,296,294,667,0,0,0,0.0,-1,0,,275,False,701,0,0,0.00,240,634,326,0.00,2023-09-18T10:36:05.969054Z,,0.0,0,0.0,153,0.0,0.0,0,0.0,0,0.0,0,694,23,0,292,0.00,0.0,0.0,0,2555,0.0,296,0.00,0,0.0,1,0,0.0,0,697,295,0,0.0,253,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,702,0.0
159,Manuel Benson Hedilazio,52,MID,Burnley,-0.2,422,Lack of match fitness - 50% chance of playing,0,0.05,Benson,212,192,702,0,3,3,0.6,-3,0,,301,False,398,18,0,0.01,156,471,1593,0.04,2023-09-27T09:00:08.265496Z,,0.0,65,22.0,98,3.3,0.01,0,1.38,0,25.0,0,282,141,0,145,3.09,50.0,0.04,0,14911,4.15,184,0.03,0,1.0,3,0,0.0,8,384,193,0,0.1,155,0.0,1,6.0,-0.2,0,4.3,0.0,0,,d,429,4.28
160,Jordan Beyer,40,DEF,Burnley,0.0,122,,1,0.02,Beyer,119,99,241,1,9,16,2.2,0,0,,80,False,237,543,0,0.05,656,145,61627,0.11,2023-10-07T21:00:07.723066Z,,1.0,678,4.0,187,20.8,0.01,3,1.06,0,100.0,0,383,1911,0,137,12.20,100.0,0.01,0,330678,2.12,74,0.06,0,1.1,0,0,0.2,116,300,41,0,1.5,59,0.0,8,175.8,0.5,0,27.2,0.0,0,,a,354,1.62
161,Josh Brownhill,47,MID,Burnley,2.7,133,,0,0.19,Brownhill,82,42,65,7,28,20,6.0,-3,2,1.0,34,False,90,2117,0,1.02,320,342,17761,1.60,,,3.7,779,86.0,209,43.8,0.12,1,0.92,0,,0,133,570,0,82,13.76,,0.07,0,30516,2.31,56,0.58,0,2.5,3,0,0.8,144,53,53,0,0.2,103,0.0,8,162.0,3.2,0,188.3,0.0,0,3.0,a,186,1.59
162,Darko Churlinov,44,MID,Burnley,-1.0,600,,0,0.0,Churlinov,240,232,544,0,0,0,0.0,-1,0,,197,False,607,63,0,0.00,535,602,1019,0.00,2023-08-31T18:00:07.313510Z,,0.0,0,0.0,296,0.0,0.0,0,0.0,0,100.0,0,577,42,0,226,0.00,100.0,0.0,0,3141,0.0,236,0.00,0,0.0,1,0,0.0,0,591,231,0,0.0,230,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,613,0.0
163,Jack Cork,48,MID,Burnley,-1.0,442,,0,0.06,Cork,192,204,650,0,1,0,0.2,-2,0,,261,False,442,33,0,0.01,275,593,551,0.01,,,0.0,16,2.0,176,0.5,0.06,0,0.0,0,,0,406,39,0,205,0.13,,0.0,0,2172,0.0,206,0.00,0,1.0,2,0,0.0,2,409,207,0,0.0,225,0.0,0,1.8,-0.5,0,0.9,0.0,0,,a,406,0.73
164,Dara Costelloe,45,MID,Burnley,0.0,670,Season long loan to St Johnstone,0,0.0,Costelloe,280,275,622,0,0,0,0.0,0,0,,245,False,676,0,0,0.00,447,667,101,0.00,2023-08-17T06:12:47.501520Z,,0.0,0,0.0,261,0.0,0.0,0,0.0,0,0.0,0,656,20,0,270,0.00,0.0,0.0,0,2761,0.0,278,0.00,0,0.0,0,0,0.0,0,665,274,0,0.0,271,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,678,0.0
165,Josh Cullen,50,MID,Burnley,-1.0,177,,0,0.1,Cullen,130,84,685,0,17,22,3.4,0,0,,290,False,206,66,0,0.87,185,469,6914,0.95,2023-10-28T19:30:08.472702Z,,0.0,839,18.0,114,25.4,0.09,5,1.07,0,100.0,1,302,146,0,155,18.49,100.0,0.01,0,8824,2.36,101,0.08,0,1.7,0,0,0.0,115,118,70,0,0.1,154,0.0,10,126.6,-0.5,0,109.9,0.0,0,,a,285,1.98
166,CJ Egan-Riley,39,DEF,Burnley,-1.0,473,,0,0.0,Egan-Riley,161,162,381,0,0,0,0.0,-1,0,,121,False,479,549,0,0.00,735,303,18315,0.00,,,0.0,0,0.0,235,0.0,0.0,0,0.0,0,,0,432,418,0,153,0.00,,0.0,0,14887,0.0,164,0.00,0,0.0,1,0,0.0,0,456,165,0,0.2,119,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,484,0.0
167,Hjalmar Ekdal,39,DEF,Burnley,-0.5,476,Lack of match fitness - 50% chance of playing,0,0.0,Ekdal,164,165,385,0,0,0,0.0,-1,0,,125,False,482,136,0,0.00,739,398,2946,0.00,2023-08-31T02:00:07.493185Z,,0.0,0,0.0,239,0.0,0.0,0,0.0,0,50.0,0,435,165,0,156,0.00,50.0,0.0,0,15806,0.0,167,0.00,0,0.0,1,0,0.0,0,459,168,0,0.1,154,0.0,0,0.0,-0.2,0,0.0,0.0,0,,d,487,0.0
168,Lyle Foster,50,FWD,Burnley,-0.2,127,Illness - 25% chance of playing,4,0.3,Foster,6,19,692,0,33,19,6.6,0,3,,78,False,110,687,0,0.48,204,175,255413,2.04,2023-10-28T20:00:07.456915Z,,0.0,609,130.0,45,37.7,0.07,0,1.03,0,25.0,2,89,9781,0,30,13.54,25.0,0.23,0,195198,2.81,19,1.56,0,4.7,0,0,0.0,105,162,15,1,1.0,28,0.15,7,168.2,-0.1,0,79.5,0.0,1,,d,32,2.0
169,Denis Franchi,39,GKP,Burnley,-1.0,477,,0,0.0,Franchi,43,26,386,0,0,0,0.0,-1,0,,41,False,483,394,0,0.00,740,344,8315,0.00,,,0.0,0,0.0,84,0.0,0.0,0,0.0,0,,0,436,173,0,19,0.00,,0.0,0,8818,0.0,43,0.00,0,0.0,1,0,0.0,0,460,43,0,0.2,53,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,488,0.0
170,Jóhann Berg Gudmundsson,48,MID,Burnley,0.7,269,,0,0.31,Gudmundsson,127,41,188,1,12,10,2.5,-2,0,2.0,84,False,169,110,0,1.21,279,583,1617,1.49,2023-09-25T13:00:08.033849Z,,1.7,431,42.0,179,30.1,0.25,2,1.25,0,100.0,1,221,62,0,115,6.59,100.0,0.06,0,4289,2.09,84,0.28,0,1.7,2,0,0.4,65,52,109,0,0.0,220,0.0,6,69.6,1.2,0,189.1,0.0,0,2.0,a,282,1.38
171,Luke McNally,40,DEF,Burnley,0.0,540,Season long loan to Stoke City,0,0.0,McNally,198,199,457,0,0,0,0.0,0,0,,166,False,546,0,0,0.00,689,657,0,0.00,2023-08-04T09:35:51.951556Z,,0.0,0,0.0,209,0.0,0.0,0,0.0,0,0.0,0,502,12,0,192,0.00,0.0,0.0,0,1608,0.0,201,0.00,0,0.0,0,0,0.0,0,524,202,0,0.0,226,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,551,0.0
172,Arijanet Muric,43,GKP,Burnley,-1.0,568,,0,0.0,Muric,79,65,499,0,0,0,0.0,-2,0,,78,False,574,59,0,0.00,593,352,1410,0.00,,,0.0,0,0.0,32,0.0,0.0,0,0.0,0,,0,539,186,0,59,0.00,,0.0,0,14799,0.0,79,0.00,0,0.0,2,0,0.0,0,556,79,0,0.2,54,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,580,0.0
173,Dara O'Shea,44,DEF,Burnley,1.3,103,,1,0.03,O'Shea,115,71,130,1,10,24,2.3,-1,0,,44,False,178,541,0,0.11,513,336,6888,0.26,,,2.3,675,45.0,110,28.9,0.01,0,0.93,0,,1,211,349,0,55,15.92,,0.02,0,13250,3.2,50,0.15,0,1.2,1,0,0.5,118,241,37,0,0.2,132,0.0,7,196.6,1.8,0,45.7,0.0,0,,a,344,2.12
174,Michael Obafemi,49,FWD,Burnley,-0.3,703,,0,0.9,Obafemi,53,84,344,1,1,0,0.2,-1,0,,41,False,705,263,0,0.00,251,569,1763,0.05,2023-08-06T23:30:05.563053Z,,0.3,5,1.0,51,0.0,0.0,0,0.0,0,50.0,0,407,96,0,55,0.00,100.0,0.9,0,4589,0.0,83,0.05,0,1.0,1,0,0.1,1,701,82,0,0.0,79,0.0,0,0.0,-0.2,0,0.0,0.0,0,,a,421,0.0
175,Bailey Peacock-Farrell,40,GKP,Burnley,0.0,508,Joined Aarhus on loan,0,0.0,Peacock-Farrell,59,43,422,0,0,0,0.0,0,0,,58,False,515,0,0,0.00,648,668,0,0.00,2023-07-26T11:25:50.410533Z,,0.0,0,0.0,50,0.0,0.0,0,0.0,0,0.0,0,469,13,0,36,0.00,0.0,0.0,0,902,0.0,59,0.00,0,0.0,0,0,0.0,0,493,59,0,0.0,80,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,519,0.0
176,Connor Roberts,44,DEF,Burnley,-1.0,179,,0,0.04,Roberts,140,31,525,0,8,21,1.8,-1,0,,209,False,222,103,0,0.34,502,320,13623,0.34,2023-10-21T17:30:07.665681Z,,0.0,733,8.0,103,22.5,0.04,2,0.98,0,100.0,1,359,376,0,126,16.94,100.0,0.0,0,26176,2.58,66,0.00,0,0.9,1,0,0.0,102,142,72,1,0.2,124,0.0,8,125.0,-0.5,0,92.7,0.0,0,,a,438,2.08
177,Jay Rodriguez,53,FWD,Burnley,0.7,370,,0,0.32,Rodriguez,41,43,197,2,9,8,1.7,-2,0,,23,False,306,648,0,0.03,129,345,9513,1.05,,1.0,1.7,293,94.0,36,12.9,0.01,0,0.61,0,,0,122,468,0,33,5.43,,0.31,0,23618,2.46,41,1.02,0,1.3,2,0,0.3,10,330,42,0,0.2,54,0.0,2,23.2,1.2,0,17.8,0.0,0,,a,336,1.67
178,Charlie Taylor,40,DEF,Burnley,1.7,139,,0,0.03,Taylor,93,56,110,1,14,19,3.5,0,1,,30,False,210,7902,0,0.18,622,74,612660,0.30,,,2.7,810,23.0,165,23.9,0.02,3,1.0,0,,0,274,6701,0,85,15.38,,0.01,0,159432,2.11,62,0.12,0,1.6,0,0,0.7,110,207,51,0,5.4,27,0.0,9,156.4,2.2,0,59.1,0.0,0,,a,289,1.71
179,Bobby Thomas,40,DEF,Burnley,0.0,527,Permanent transfer to Coventry,0,0.0,Thomas,192,193,444,0,0,0,0.0,0,0,,159,False,534,0,0,0.00,673,655,0,0.00,2023-07-24T09:55:44.165399Z,,0.0,0,0.0,199,0.0,0.0,0,0.0,0,0.0,0,489,21,0,185,0.00,0.0,0.0,0,1208,0.0,195,0.00,0,0.0,0,0,0.0,0,512,195,0,0.0,225,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,539,0.0
180,Scott Twine,49,MID,Burnley,0.0,705,Season long loan to Hull,0,0.0,Twine,300,298,673,0,0,0,0.0,-1,0,,280,False,707,0,0,0.00,253,677,119,0.00,2023-08-21T08:28:24.720790Z,,0.0,0,0.0,161,0.0,0.0,0,0.0,0,0.0,0,699,9,0,296,0.00,0.0,0.0,0,2630,0.0,300,0.00,0,0.0,1,0,0.0,0,703,299,0,0.0,275,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,707,0.0
181,Lawrence Vigouroux,40,GKP,Burnley,-1.0,494,,0,0.0,Vigouroux,54,38,406,0,0,0,0.0,0,0,,53,False,501,109,0,0.00,632,330,3256,0.00,,,0.0,0,0.0,45,0.0,0.0,0,0.0,0,,0,455,210,0,31,0.00,,0.0,0,8797,0.0,54,0.00,0,0.0,0,0,0.0,0,479,54,0,0.2,51,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,505,0.0
182,Victor da Silva,44,DEF,Burnley,0.0,342,,0,0.03,Vitinho,134,78,246,1,6,12,1.4,-1,0,,83,False,343,125,0,0.12,539,382,2969,0.13,2023-08-31T02:00:07.534376Z,,1.0,419,11.0,121,8.4,0.03,0,1.07,0,100.0,0,344,147,0,120,7.88,100.0,0.0,0,10485,2.58,121,0.01,0,1.0,1,0,0.2,41,260,132,0,0.1,144,0.0,5,33.4,0.5,0,40.0,0.0,0,,a,381,1.69
183,Wout Weghorst,55,FWD,Burnley,0.0,729,On loan to Hoffenheim,0,0.0,Weghorst,88,88,715,0,0,0,0.0,0,0,,84,False,729,0,0,0.00,94,521,0,0.00,2023-08-10T13:52:51.426276Z,,0.0,0,0.0,29,0.0,0.0,0,0.0,0,0.0,0,727,42,0,88,0.00,0.0,0.0,0,14682,0.0,88,0.00,0,0.0,0,0,0.0,0,729,88,0,0.0,73,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,728,0.0
184,Anass Zaroury,48,MID,Burnley,-0.3,443,,0,0.17,Zaroury,222,150,295,0,2,2,0.4,-2,0,3.0,141,False,384,14,0,0.09,309,548,1557,0.25,2023-08-12T08:00:06.224285Z,,0.7,126,19.0,203,4.6,0.06,0,0.71,0,100.0,0,295,83,0,151,2.67,100.0,0.11,0,11542,1.43,178,0.16,0,0.5,2,0,0.1,3,282,208,1,0.0,200,0.0,1,1.8,0.2,0,31.4,0.0,0,,a,461,1.91
475,Sander Berge,48,MID,Burnley,0.7,176,,2,0.13,Berge,114,94,189,2,23,23,4.8,-2,0,,85,False,177,188,0,0.21,299,390,8193,1.13,,,1.7,787,66.0,196,29.1,0.02,2,1.03,0,,1,166,294,0,97,18.28,,0.11,0,15113,2.63,88,0.92,0,1.9,2,0,0.4,100,134,69,0,0.1,126,0.0,9,127.8,1.2,0,95.5,0.0,0,,a,259,2.09
594,Zeki Amdouni,53,FWD,Burnley,0.7,225,,2,0.28,Amdouni,33,27,198,2,24,18,4.5,-2,1,,24,False,124,1017,0,0.43,147,324,52101,2.29,,,1.7,740,187.0,40,35.2,0.05,1,1.34,1,,0,50,1089,0,18,15.61,,0.23,0,49331,2.19,21,1.86,0,2.2,2,0,0.3,63,189,23,0,0.2,51,0.12,11,101.2,1.2,-1,63.7,0.0,1,,a,222,1.9
596,James Trafford,45,GKP,Burnley,0.7,7,,0,0.0,Trafford,26,7,184,2,23,30,5.1,0,0,,19,False,115,1126,42,0.00,402,189,34875,0.00,,,1.7,1080,0.0,20,36.3,0.0,1,1.0,0,,0,620,1454,0,71,22.37,,0.0,0,52711,2.5,3,0.00,0,1.9,0,0,0.4,223,430,3,0,0.9,24,0.0,12,362.2,1.2,0,0.1,3.5,0,,a,254,1.86
600,Nathan Redmond,48,MID,Burnley,-0.3,389,,0,0.3,Redmond,193,153,291,0,6,4,1.2,-2,0,,138,False,377,20,0,0.29,283,588,569,0.29,2023-09-28T17:00:09.620680Z,,0.7,88,8.0,183,5.1,0.3,0,0.0,0,100.0,0,362,26,0,183,1.95,100.0,0.0,0,4249,4.09,173,0.00,0,1.0,2,0,0.1,21,289,175,0,0.0,221,0.0,0,14.0,0.2,0,28.9,0.0,0,,a,407,1.99
605,Luca Koleosho,50,MID,Burnley,1.0,296,,0,0.29,Koleosho,99,62,166,2,25,23,5.0,0,0,,74,False,149,275,0,1.01,212,388,31065,2.52,,,2.0,782,144.0,132,32.8,0.12,0,1.15,0,,1,69,619,0,43,14.46,,0.17,0,24600,2.65,77,1.51,0,2.1,0,0,0.4,52,87,125,0,0.1,125,0.12,10,54.8,1.5,0,131.6,0.0,1,,a,229,1.66
608,Jacob Bruun Larsen,49,MID,Burnley,0.0,298,,0,0.29,Bruun Larsen,141,140,257,1,16,5,3.3,-1,1,,121,False,272,39,0,0.12,238,597,1401,0.58,,,1.0,182,78.0,151,17.0,0.06,0,0.0,0,,0,146,55,0,90,4.02,,0.23,0,1915,2.47,125,0.46,0,1.5,1,0,0.2,45,254,127,0,0.0,228,0.0,0,53.6,0.5,0,41.7,0.0,0,1.0,a,306,1.99
622,Owen Dodgson,40,DEF,Burnley,0.0,529,Season-long loan to Barnsley,0,0.0,Dodgson,194,195,446,0,0,0,0.0,0,0,,161,False,536,0,0,0.00,675,555,467,0.00,2023-09-01T21:48:22.703139Z,,0.0,0,0.0,201,0.0,0.0,0,0.0,0,0.0,0,491,46,0,187,0.00,0.0,0.0,0,3211,0.0,197,0.00,0,0.0,0,0,0.0,0,514,197,0,0.0,203,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,541,0.0
660,Wilson Odobert,50,MID,Burnley,-0.3,290,,0,0.59,Odobert,107,130,305,1,10,7,2.0,0,1,,147,False,273,22,0,0.74,216,666,815,1.04,,,0.7,160,64.0,135,16.9,0.42,1,1.12,0,,0,170,35,0,99,5.73,,0.17,0,724,3.94,126,0.30,0,2.0,0,0,0.1,44,237,122,0,0.0,270,0.0,2,58.0,0.2,0,47.5,0.0,0,,a,244,3.22
674,Hannes Delcroix,40,DEF,Burnley,-1.0,314,,0,0.15,Delcroix,151,107,431,0,3,11,0.8,0,0,,151,False,318,115,0,0.04,659,523,3822,0.39,,,0.0,239,42.0,190,11.1,0.02,1,0.75,0,,0,218,126,0,60,5.61,,0.13,0,2294,4.14,116,0.35,0,0.5,0,0,0.0,39,310,120,0,0.0,197,0.0,2,44.4,-0.5,0,25.2,0.0,0,,a,458,2.11
675,Aaron Ramsey,50,MID,Burnley,-0.2,371,,0,0.2,A.Ramsey,157,169,350,1,8,5,1.6,0,0,,169,False,368,224,0,0.44,208,533,7751,0.49,2023-11-03T12:00:10.115104Z,,0.3,218,18.0,130,5.9,0.18,0,0.83,0,25.0,0,303,174,0,156,3.36,100.0,0.02,0,5945,2.06,168,0.05,0,1.3,0,0,0.1,30,326,165,0,0.0,191,0.0,2,22.8,-0.2,0,19.9,0.0,0,,a,335,1.39
694,Han-Noah Massengo,50,MID,Burnley,-1.0,720,,0,0.0,Massengo,310,309,693,0,0,0,0.0,0,0,,295,False,720,20,0,0.00,205,699,253,0.00,,,0.0,0,0.0,127,0.0,0.0,0,0.0,0,,0,715,22,0,308,0.00,,0.0,0,223,0.0,310,0.00,0,0.0,0,0,0.0,0,718,310,0,0.0,288,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,720,0.0
706,Mike Trésor,55,MID,Burnley,-0.3,388,,0,0.2,M.Trésor,145,125,307,0,9,6,1.6,0,0,1.0,149,False,339,109,0,0.20,107,591,3628,0.50,,,0.7,222,19.0,66,8.9,0.08,0,0.81,0,,0,297,116,0,153,5.22,,0.12,0,2911,2.43,154,0.30,0,1.5,0,0,0.1,26,216,174,0,0.0,224,0.0,2,14.4,0.2,0,55.0,0.0,0,,a,311,2.12
126,Moisés Caicedo Corozo,47,MID,Chelsea,0.3,212,,0,0.07,Caicedo,118,86,224,1,18,12,3.8,-3,0,,105,False,216,1750,0,0.45,330,151,90422,0.62,2023-10-03T22:30:07.822883Z,,1.3,802,20.0,214,23.1,0.05,3,1.01,0,100.0,0,290,3728,0,148,9.84,100.0,0.02,0,273832,1.35,107,0.17,0,1.8,3,0,0.3,112,121,84,0,1.4,48,0.22,9,108.0,0.8,0,107.1,0.0,2,,a,270,1.1
145,Robert Sánchez,46,GKP,Chelsea,1.3,26,,4,0.0,Sanchez,9,8,135,2,43,16,9.3,1,0,,15,False,170,12185,35,0.00,341,67,681732,0.00,,,2.3,1080,0.0,14,29.9,0.0,1,1.0,0,,0,673,10764,0,74,15.34,,0.0,0,411591,1.33,11,0.00,0,3.6,-1,0,0.5,224,432,11,0,6.3,12,0.25,12,298.2,1.8,0,0.1,2.92,3,,a,89,1.28
185,Ethan Ampadu,40,DEF,Chelsea,0.0,503,Permanent transfer to Leeds Utd,0,0.0,Ampadu,177,179,416,0,0,0,0.0,0,0,,141,False,510,0,0,0.00,642,688,0,0.00,2023-07-20T08:39:43.633400Z,,0.0,0,0.0,178,0.0,0.0,0,0.0,0,0.0,0,464,9,0,170,0.00,0.0,0.0,0,843,0.0,181,0.00,0,0.0,0,0,0.0,0,488,181,0,0.0,231,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,514,0.0
187,Kepa Arrizabalaga,50,GKP,Chelsea,0.0,713,One year loan deal to Real Madrid,0,0.0,Arrizabalaga,85,82,681,0,0,0,0.0,0,0,,85,False,713,0,0,0.00,174,317,1775,0.00,2023-08-15T08:06:29.726491Z,,0.0,0,0.0,5,0.0,0.0,0,0.0,0,0.0,0,706,215,0,81,0.00,0.0,0.0,0,83137,0.0,85,0.00,0,0.0,0,0,0.0,0,709,85,0,0.2,50,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,713,0.0
188,Pierre-Emerick Aubameyang,65,FWD,Chelsea,0.0,738,,0,0.0,Aubameyang,92,92,730,0,0,0,0.0,0,0,,89,False,738,0,0,0.00,45,620,0,0.00,2023-07-24T09:59:36.133419Z,,0.0,0,0.0,16,0.0,0.0,0,0.0,0,0.0,0,738,9,0,92,0.00,0.0,0.0,0,1929,0.0,92,0.00,0,0.0,0,0,0.0,0,738,92,0,0.0,85,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,737,0.0
189,César Azpilicueta,45,DEF,Chelsea,0.0,613,Left the club as a free agent,0,0.0,Azpilicueta,230,232,560,0,0,0,0.0,0,0,,220,False,619,0,0,0.00,351,735,0,0.00,2023-07-06T16:30:03.010661Z,,0.0,0,0.0,51,0.0,0.0,0,0.0,0,0.0,0,592,0,0,230,0.00,0.0,0.0,0,96,0.0,232,0.00,0,0.0,0,0,0.0,0,605,232,0,0.0,241,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,625,0.0
190,Abdul Rahman Baba,40,DEF,Chelsea,0.0,490,Permanent Transfer to PAOK,0,0.0,Baba,168,170,402,0,0,0,0.0,0,0,,131,False,497,0,0,0.00,628,724,0,0.00,2023-07-13T08:07:47.494096Z,,0.0,0,0.0,168,0.0,0.0,0,0.0,0,0.0,0,451,3,0,161,0.00,0.0,0.0,0,262,0.0,172,0.00,0,0.0,0,0,0.0,0,475,172,0,0.0,240,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,501,0.0
191,Benoît Badiashile,44,DEF,Chelsea,-1.0,596,,0,0.0,B.Badiashile,228,230,540,0,0,0,0.0,-1,0,,216,False,603,386,0,0.00,528,526,2754,0.00,2023-08-03T10:30:04.564668Z,,0.0,0,0.0,118,0.0,0.0,0,0.0,0,100.0,0,573,236,0,228,0.00,100.0,0.0,0,4713,0.0,230,0.00,0,0.0,1,0,0.0,0,587,230,0,0.0,198,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,609,0.0
192,Marcus Bettinelli,40,GKP,Chelsea,-1.0,492,,0,0.0,Bettinelli,53,37,404,0,0,0,0.0,0,0,,52,False,499,64,0,0.00,630,598,990,0.00,2023-08-03T10:30:04.581002Z,,0.0,0,0.0,44,0.0,0.0,0,0.0,0,100.0,0,453,42,0,30,0.00,100.0,0.0,0,1654,0.0,53,0.00,0,0.0,0,0,0.0,0,477,53,0,0.0,77,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,503,0.0
193,Armando Broja,49,FWD,Chelsea,0.2,332,,0,0.46,Broja,21,48,229,4,12,1,2.4,-1,1,,26,False,334,1939,0,0.04,265,329,59739,0.62,2023-10-18T22:00:08.965956Z,,1.3,121,49.0,57,9.2,0.03,0,1.49,0,75.0,1,200,830,0,43,1.09,100.0,0.43,0,49744,0.74,44,0.58,0,3.0,1,0,0.3,37,377,37,0,0.2,52,0.74,2,38.4,0.8,0,6.1,0.0,1,,a,135,0.81
194,Trevoh Chalobah,43,DEF,Chelsea,0.0,564,Hamstring injury - Unknown return date,0,0.0,Chalobah,217,218,492,0,0,0,0.0,-2,0,,194,False,570,17,0,0.00,581,507,709,0.00,2023-08-11T16:00:07.662192Z,,0.0,0,0.0,140,0.0,0.0,0,0.0,0,0.0,0,534,95,0,214,0.00,0.0,0.0,0,16425,0.0,218,0.00,0,0.0,2,0,0.0,0,552,219,0,0.0,194,0.0,0,0.0,0.0,0,0.0,0.0,0,,i,577,0.0
