id,name,now_cost,position,team,ep_this,influence_rank,news,bonus,expected_goal_involvements_per_90,web_name,points_per_game_rank_type,creativity_rank_type,form_rank,event_points,total_points,goals_conceded,value_season,cost_change_start,goals_scored,corners_and_indirect_freekicks_order,form_rank_type,in_dreamteam,ict_index_rank,transfers_in_event,saves,expected_assists,now_cost_rank,selected_rank,transfers_in,expected_goal_involvements,news_added,penalties_order,form,minutes,threat,now_cost_rank_type,ict_index,expected_assists_per_90,yellow_cards,starts_per_90,cost_change_event_fall,chance_of_playing_this_round,assists,threat_rank,transfers_out_event,penalties_missed,threat_rank_type,expected_goals_conceded,chance_of_playing_next_round,expected_goals_per_90,own_goals,transfers_out,goals_conceded_per_90,ict_index_rank_type,expected_goals,dreamteam_count,points_per_game,cost_change_start_fall,penalties_saved,value_form,bps,creativity_rank,influence_rank_type,red_cards,selected_by_percent,selected_rank_type,clean_sheets_per_90,starts,influence,ep_next,cost_change_event,creativity,saves_per_90,clean_sheets,direct_freekicks_order,status,points_per_game_rank,expected_goals_conceded_per_90
353,Phil Foden,75,MID,Man City,6.0,37,,6,0.46,Foden,22,7,36,2,55,11,7.3,0,3,3.0,18,False,11,26834,0,1.90,20,41,1406266,4.67,,,5.0,920,299.0,13,93.1,0.19,1,0.98,0,,3,24,30857,0,14,10.57,,0.27,0,1362933,1.08,8,2.77,0,4.6,0,0,0.7,227,11,12,0,9.8,15,0.39,10,269.8,5.5,0,360.2,0.0,4,,a,38,1.03
354,Jack Grealish,72,MID,Man City,2.0,279,,2,0.44,Grealish,111,63,267,0,14,3,1.9,-3,0,4.0,128,False,167,1607,0,1.05,26,138,75023,1.60,2023-09-06T09:30:07.230998Z,,1.0,325,109.0,15,30.6,0.29,3,0.83,0,100.0,1,108,3410,0,67,4.15,100.0,0.15,0,472646,0.83,82,0.55,0,2.0,3,0,0.1,61,88,113,0,1.6,40,0.55,3,66.0,1.5,0,130.9,0.0,2,,a,249,1.15
355,Erling Haaland,140,FWD,Man City,12.0,1,Ankle injury - 75% chance of playing,14,1.19,Haaland,1,4,1,16,96,11,6.9,0,13,,1,True,1,95565,0,0.94,1,1,850503,13.56,2023-11-18T18:00:09.529260Z,1.0,11.0,1024,662.0,1,136.2,0.08,0,1.05,0,100.0,3,1,44523,1,1,10.52,75.0,1.11,0,1380470,0.97,1,12.62,4,8.0,0,0,0.8,375,61,1,0,82.9,1,0.35,12,526.4,8.6,0,171.6,0.0,4,3.0,d,2,0.92
356,Mateo Kovačić,48,MID,Man City,2.3,277,Muscle injury - 75% chance of playing,0,0.21,Kovačić,113,83,225,1,17,5,3.5,-2,0,,106,False,221,250,0,0.73,284,254,37439,1.29,2023-11-14T11:30:09.729876Z,,1.3,560,47.0,184,22.6,0.12,2,0.96,0,100.0,0,204,1380,0,112,4.27,75.0,0.09,0,107097,0.8,109,0.56,0,1.9,2,0,0.3,99,116,112,0,0.4,83,0.48,6,67.6,1.4,0,111.8,0.0,3,,d,258,0.69
357,Aymeric Laporte,49,DEF,Man City,0.0,397,Transferred to Al Nassr,0,0.98,Laporte,137,156,666,0,1,0,0.2,-1,0,,233,False,408,0,0,0.00,233,393,2340,0.12,2023-08-25T08:36:39.711991Z,,0.0,11,17.0,30,2.9,0.0,0,0.0,0,0.0,0,310,107,0,103,0.07,0.0,0.98,0,33994,0.0,144,0.12,0,1.0,1,0,0.0,4,433,146,0,0.1,150,0.0,0,11.4,0.0,0,0.1,0.0,0,,u,415,0.57
358,Rico Lewis,43,DEF,Man City,1.3,423,,0,0.06,R.Lewis,43,130,323,0,15,1,3.5,-2,0,,107,False,416,612,0,0.11,600,272,52620,0.11,,,0.3,166,6.0,155,2.3,0.06,0,1.08,0,,0,368,1250,0,129,1.03,,0.0,0,69785,0.54,147,0.00,0,3.0,2,0,0.1,56,362,154,0,0.3,107,1.08,2,5.8,0.8,0,10.5,0.0,2,,a,130,0.56
359,Riyad Mahrez,75,MID,Man City,0.0,741,Permanent transfer to Al-Ahli,0,0.0,Mahrez,321,321,736,0,0,0,0.0,0,0,,319,False,741,0,0,0.00,19,524,0,0.00,2023-07-31T07:05:47.120993Z,,0.0,0,0.0,12,0.0,0.0,0,0.0,0,0.0,0,741,20,0,321,0.00,0.0,0.0,0,5453,0.0,321,0.00,0,0.0,0,0,0.0,0,741,321,0,0.0,185,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,740,0.0
361,Stefan Ortega Moreno,39,GKP,Man City,1.0,381,,0,0.0,Ortega Moreno,23,15,366,0,2,1,0.5,-1,0,,31,False,424,2755,2,0.00,716,191,65230,0.00,,,0.0,90,0.0,73,1.9,0.0,0,1.0,0,,0,416,1921,0,8,0.83,,0.0,0,59244,1.0,26,0.00,0,2.0,1,0,0.0,12,441,26,0,0.9,25,0.0,1,18.6,0.5,0,0.0,2.0,0,,a,231,0.83
363,Máximo Perrone,44,MID,Man City,0.0,607,Season-long loan to UD Las Palmas,0,0.0,Perrone,245,237,552,0,0,0,0.0,-1,0,,203,False,614,0,0,0.00,548,665,332,0.00,2023-08-25T08:39:41.545276Z,,0.0,0,0.0,305,0.0,0.0,0,0.0,0,0.0,0,584,12,0,231,0.00,0.0,0.0,0,2193,0.0,241,0.00,0,0.0,1,0,0.0,0,598,236,0,0.0,269,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,620,0.0
364,Kalvin Phillips,48,MID,Man City,1.3,385,,0,0.14,Phillips,195,186,341,0,4,2,0.8,-2,0,,164,False,405,80,0,0.07,288,532,1709,0.14,,,0.3,89,6.0,188,3.1,0.07,0,0.0,0,,0,375,112,0,191,1.58,,0.07,0,3902,2.02,188,0.07,0,1.0,2,0,0.1,14,369,172,0,0.0,190,0.0,0,16.2,0.8,0,9.3,0.0,0,,a,409,1.6
365,Rodrigo Hernandez,56,MID,Man City,7.0,27,,5,0.35,Rodrigo,24,34,20,6,45,8,8.0,1,3,,11,False,32,16034,0,2.07,90,69,1176609,3.20,2023-09-23T21:30:07.288023Z,,6.0,820,171.0,55,67.2,0.23,4,1.1,0,100.0,3,58,7996,0,37,10.76,100.0,0.12,0,1154195,0.88,22,1.13,1,4.5,-1,0,1.1,211,44,10,1,6.0,22,0.44,10,294.0,6.5,0,206.5,0.0,4,,a,42,1.18
366,Sergio Gómez,39,DEF,Man City,0.0,378,Ankle injury - 50% chance of playing,0,0.48,Sergio Gómez,61,121,382,0,5,0,1.3,-1,0,,122,False,389,385,0,0.08,736,176,113866,0.08,2023-11-04T21:00:08.878260Z,,0.0,15,4.0,236,3.8,0.48,0,0.0,0,0.0,1,382,5716,0,136,0.02,50.0,0.0,0,113218,0.0,138,0.00,0,2.5,1,0,0.0,17,346,142,0,1.0,68,0.0,0,19.4,0.2,0,14.6,0.0,0,,d,183,0.12
367,Zack Steffen,39,GKP,Man City,1.0,465,,0,0.0,Steffen,36,19,372,0,0,0,0.0,-1,0,,34,False,471,644,0,0.00,723,306,16455,0.00,,,0.0,0,0.0,77,0.0,0.0,0,0.0,0,,0,423,545,0,12,0.00,,0.0,0,12007,0.0,36,0.00,0,0.0,1,0,0.0,0,448,36,0,0.2,46,0.0,0,0.0,0.5,0,0.0,0.0,0,,a,476,0.0
368,John Stones,53,DEF,Man City,0.0,355,Muscle injury - Unknown return date,0,0.02,Stones,20,72,58,0,15,2,2.8,-2,0,,16,False,352,209,0,0.06,133,106,84146,0.06,2023-11-08T09:00:09.561253Z,,4.0,256,6.0,11,7.9,0.02,0,1.05,0,0.0,0,377,20523,0,133,2.23,0.0,0.0,0,2179855,0.7,127,0.00,0,3.8,2,0,0.8,70,245,137,0,3.0,45,0.7,3,28.8,0.0,0,44.0,0.0,2,,i,77,0.78
369,Kyle Walker,53,DEF,Man City,4.3,154,,4,0.1,Walker,25,7,77,0,43,12,8.1,3,0,,21,False,98,29565,0,1.06,131,18,1824994,1.22,,,3.3,1080,45.0,10,40.8,0.09,1,1.0,0,,1,213,49340,0,56,11.18,,0.01,0,755627,1.0,23,0.16,0,3.6,-3,0,0.6,231,40,58,0,16.5,6,0.33,12,144.8,3.8,0,218.1,0.0,4,,a,93,0.93
566,Matheus Luiz Nunes,49,MID,Man City,1.3,263,Muscle injury - 75% chance of playing,0,0.11,Matheus N.,137,105,345,0,11,8,2.2,-1,0,,166,False,267,85,0,0.44,268,383,20837,0.49,2023-11-16T15:00:10.183986Z,,0.3,379,22.0,171,17.4,0.1,0,0.95,0,100.0,1,281,648,0,144,5.37,75.0,0.01,0,33290,1.9,122,0.05,0,1.6,1,0,0.1,53,163,106,1,0.1,124,0.24,4,73.8,0.6,0,78.8,0.0,1,,d,298,1.28
616,Joško Gvardiol,50,DEF,Man City,3.0,161,,1,0.1,Gvardiol,45,22,165,0,27,8,5.4,0,0,,57,False,171,6326,0,0.53,211,88,546028,0.75,,,2.0,731,51.0,28,29.6,0.07,1,0.98,0,,0,196,16271,0,45,8.29,,0.03,0,510417,0.98,47,0.22,0,3.0,0,0,0.4,155,124,62,0,4.3,35,0.37,8,139.6,2.5,0,104.8,0.0,3,,a,138,1.02
678,Jérémy Doku,67,MID,Man City,8.7,56,,6,0.39,Doku,19,37,5,0,43,9,6.4,2,2,,3,False,30,94491,0,1.78,43,55,961862,2.39,,,7.7,552,233.0,26,67.7,0.29,2,1.14,-1,,5,34,51446,0,20,5.66,,0.1,0,249627,1.47,21,0.61,1,4.8,-2,0,1.1,178,47,20,0,7.3,19,0.0,7,242.4,8.2,1,200.8,0.0,0,,a,30,0.92
209,Mason Mount,68,MID,Man Utd,2.0,300,,0,0.12,Mount,146,101,266,1,12,6,1.8,-2,0,4.0,127,False,264,496,0,0.32,36,185,23951,0.52,2023-08-22T20:00:06.396065Z,,1.0,397,40.0,20,18.0,0.07,1,0.91,0,100.0,0,226,1205,0,119,6.92,100.0,0.05,0,271396,1.36,120,0.20,0,1.5,2,0,0.1,51,153,129,0,0.9,61,0.23,4,53.0,1.5,0,86.3,0.0,1,,a,312,1.57
370,Alex Telles,45,DEF,Man Utd,0.0,616,Permanent transfer to Al Nassr,0,0.0,Alex Telles,232,234,563,0,0,0,0.0,0,0,,222,False,622,0,0,0.00,366,701,0,0.00,2023-07-24T09:56:30.018038Z,,0.0,0,0.0,60,0.0,0.0,0,0.0,0,0.0,0,600,6,0,232,0.00,0.0,0.0,0,689,0.0,234,0.00,0,0.0,0,0,0.0,0,612,234,0,0.0,236,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,628,0.0
371,Amad Diallo,44,MID,Man Utd,0.0,610,Knee injury - Unknown return date,0,0.0,Amad,248,241,556,0,0,0,0.0,-1,0,,206,False,617,50,0,0.00,555,594,776,0.00,2023-08-07T17:30:06.162100Z,,0.0,0,0.0,310,0.0,0.0,0,0.0,0,0.0,0,589,57,0,235,0.00,0.0,0.0,0,3410,0.0,244,0.00,0,0.0,1,0,0.0,0,603,239,0,0.0,226,0.0,0,0.0,0.0,0,0.0,0.0,0,,i,623,0.0
372,Antony Matheus dos Santos,68,MID,Man Utd,2.3,312,,0,0.31,Antony,133,74,237,1,15,5,2.2,-2,0,,112,False,201,442,0,0.79,39,219,21263,1.63,2023-09-11T09:00:09.278158Z,,1.3,486,92.0,23,25.7,0.15,2,1.11,0,100.0,0,124,801,0,76,8.01,100.0,0.16,0,104206,0.93,100,0.84,0,1.7,2,0,0.2,56,102,136,0,0.6,71,0.37,6,44.8,1.8,0,122.1,0.0,2,,a,288,1.48
373,Bruno Borges Fernandes,83,MID,Man Utd,6.0,10,,10,0.58,B.Fernandes,23,1,38,3,55,16,6.6,-2,3,2.0,19,False,6,34740,0,3.61,9,21,1150708,7.02,,1.0,5.0,1080,257.0,6,108.4,0.3,4,1.0,0,,2,31,47277,0,17,19.10,,0.28,0,2216329,1.33,4,3.41,2,4.6,2,0,0.6,218,2,4,0,15.2,8,0.33,12,343.8,5.5,0,483.8,0.0,4,1.0,a,40,1.59
374,Brandon Williams,40,DEF,Man Utd,0.0,512,Season-long loan to Ipswich Town,0,0.0,B.Williams,182,184,427,0,0,0,0.0,0,0,,148,False,519,0,0,0.00,653,447,1224,0.00,2023-08-25T08:38:04.574841Z,,0.0,0,0.0,185,0.0,0.0,0,0.0,0,0.0,0,473,96,0,175,0.00,0.0,0.0,0,11896,0.0,186,0.00,0,0.0,0,0,0.0,0,497,186,0,0.1,173,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,523,0.0
375,Eric Bailly,40,DEF,Man Utd,0.0,500,Permanent transfer to Süper Lig club Beşiktaş,0,0.0,Bailly,174,176,413,0,0,0,0.0,0,0,,138,False,507,0,0,0.00,639,404,2895,0.00,2023-09-06T09:24:44.178755Z,,0.0,0,0.0,175,0.0,0.0,0,0.0,0,0.0,0,461,150,0,167,0.00,0.0,0.0,0,15331,0.0,178,0.00,0,0.0,0,0,0.0,0,485,178,0,0.1,158,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,511,0.0
376,Carlos Henrique Casimiro,54,MID,Man Utd,0.0,128,Hamstring injury - Expected back 14 Jan,0,0.33,Casemiro,77,81,710,0,21,11,3.9,-1,1,,307,False,100,74,0,0.41,110,124,141460,2.32,2023-11-02T11:00:08.456584Z,,0.0,648,123.0,67,40.3,0.06,1,1.11,0,0.0,0,101,11191,0,62,10.94,0.0,0.27,0,417273,1.53,61,1.91,0,2.6,1,0,0.0,94,114,51,0,2.3,36,0.28,8,167.2,0.0,0,112.6,0.0,2,,i,178,1.52
377,Diogo Dalot Teixeira,50,DEF,Man Utd,5.3,86,,5,0.14,Dalot,29,8,44,6,38,15,7.6,0,1,,15,False,71,34395,0,1.03,196,93,379738,1.43,,,4.3,924,64.0,25,48.6,0.1,2,0.97,0,,0,169,8571,0,34,15.58,,0.04,0,213680,1.46,12,0.40,1,3.5,0,0,0.9,206,42,28,0,3.7,37,0.29,10,209.4,4.8,0,212.1,0.0,3,,a,97,1.52
379,Christian Eriksen,59,MID,Man Utd,3.0,148,Knee injury - Expected back 09 Dec,4,0.19,Eriksen,80,65,171,1,29,12,4.9,-1,1,3.0,77,False,135,117,0,0.88,67,241,45190,1.31,2023-11-12T02:00:09.638191Z,,2.0,603,59.0,42,33.8,0.13,0,0.9,0,100.0,1,185,4449,0,105,12.70,0.0,0.06,0,66840,1.79,71,0.43,0,2.6,1,0,0.3,135,90,58,0,0.5,76,0.15,6,148.4,0.0,0,129.7,0.0,1,4.0,i,181,1.9
380,Álvaro Fernández Carreras,40,DEF,Man Utd,0.0,546,Season-long loan to Granada CF,0,0.0,Fernandez,202,203,464,0,0,0,0.0,0,0,,171,False,552,0,0,0.00,696,367,5187,0.00,2023-09-02T08:57:43.838494Z,,0.0,0,0.0,214,0.0,0.0,0,0.0,0,0.0,0,508,232,0,196,0.00,0.0,0.0,0,24164,0.0,205,0.00,0,0.0,0,0,0.0,0,530,206,0,0.1,138,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,557,0.0
381,Frederico Rodrigues de Paula Santos,50,MID,Man Utd,0.0,711,Permanent transfer to Fenerbahce,0,0.0,Fred,304,302,679,0,0,0,0.0,0,0,,286,False,711,0,0,0.00,172,537,322,0.00,2023-08-14T03:59:16.804199Z,,0.0,0,0.0,106,0.0,0.0,0,0.0,0,0.0,0,704,32,0,301,0.00,0.0,0.0,0,10667,0.0,304,0.00,0,0.0,0,0,0.0,0,707,304,0,0.0,193,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,711,0.0
382,Alejandro Garnacho,47,MID,Man Utd,3.0,325,,0,0.26,Garnacho,135,77,155,3,16,4,3.4,-3,0,,66,False,133,3144,0,0.32,331,161,100582,1.17,,,2.0,399,181.0,215,34.2,0.07,1,0.9,0,,0,51,3508,0,32,7.22,,0.19,0,237576,0.9,70,0.85,0,1.6,3,0,0.4,40,105,141,0,1.2,52,0.68,4,42.2,2.5,0,120.6,0.0,3,,a,295,1.63
383,Hannibal Mejbri,44,MID,Man Utd,1.0,306,,0,0.39,Hannibal,32,157,549,0,8,1,1.8,-1,1,,201,False,338,349,0,0.48,542,297,44180,0.51,,,0.0,116,13.0,301,8.9,0.37,1,0.78,0,,0,333,1207,0,167,2.11,,0.02,0,28910,0.78,153,0.03,0,4.0,1,0,0.0,30,295,132,0,0.2,94,0.78,1,48.2,0.5,0,27.7,0.0,1,,a,58,1.64
384,Tom Heaton,40,GKP,Man Utd,1.0,481,,0,0.0,Heaton,46,29,390,0,0,0,0.0,0,0,,44,False,487,137,0,0.00,614,415,1761,0.00,2023-08-11T13:00:07.024643Z,,0.0,0,0.0,36,0.0,0.0,0,0.0,0,100.0,0,440,118,0,22,0.00,100.0,0.0,0,7073,0.0,46,0.00,0,0.0,0,0,0.0,0,464,46,0,0.1,60,0.0,0,0.0,0.5,0,0.0,0.0,0,,a,492,0.0
